"","Site","NCTNum","Status","Drug_Bio","Phases","Enrollment","Results","DrugBio","PH","Success","totalcost","EstNewCases","EstDeaths","Survival_5yr"
"798","Leukemia","NCT00732186","Withdrawn","Biological: Ipilimumab","10",0,"No Results Available","Bio",2,0,9346.5,60300,24370,54.7
"799","Leukemia","NCT00425477","Completed","Biological: sargramostim|Drug: bexarotene|Genetic: cytogenetic analysis|Genetic: fluorescence in situ hybridization|Other: flow cytometry|Other: laboratory biomarker analysis|Procedure: biopsy","20",26,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"800","Leukemia","NCT00450944","Unknown status","Biological: deglycosylated ricin A chain-conjugated anti-CD19/anti-CD22 immunotoxins","10",20,"No Results Available","Bio",2,0,9346.5,60300,24370,54.7
"801","Leukemia","NCT00258271","Completed","Biological: filgrastim|Drug: cladribine|Drug: cytarabine|Drug: imatinib mesylate","10",18,"No Results Available","Drug",2,1,9346.5,60300,24370,54.7
"802","Leukemia","NCT00058227","Completed","Drug: alvocidib|Drug: fludarabine phosphate|Biological: rituximab|Other: pharmacological study","10",37,"No Results Available","Both",2,1,9346.5,60300,24370,54.7
"803","Leukemia","NCT00515892","Unknown status","Drug: Immunotoxin therapy|Drug: CAT-8015 Immunotoxin|Procedure: Biological therapy|Procedure: Antibody Therapy|Procedure: Monoclonal Antibody Therapy","10",50,"No Results Available","Both",2,0,9346.5,60300,24370,54.7
"804","Leukemia","NCT02828358","Suspended","Drug: Azacitidine|Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Daunorubicin Hydrochloride|Drug: Dexamethasone|Drug: Hydrocortisone Sodium Succinate|Other: Laboratory Biomarker Analysis|Drug: Leucovorin Calcium|Drug: Mercaptopurine|Drug: Methotrexate|Drug: Pegaspargase|Other: Pharmacological Study|Drug: Prednisolone|Drug: Thioguanine|Drug: Vincristine Sulfate","20",116,"No Results Available","Drug",4,0,9346.5,60300,24370,54.7
"805","Leukemia","NCT01343368","Terminated","Drug: Leuprolide|Biological: hematopoietic cell transplant|Biological: reduced intensity allogeneic HCT","20",19,"Has Results","Both",4,0,9346.5,60300,24370,54.7
"806","Leukemia","NCT00066417","Terminated","Drug: cyclophosphamide|Drug: cyclosporine|Drug: fludarabine phosphate|Drug: methylprednisolone|Drug: therapeutic allogeneic lymphocytes|Drug: thiotepa|Procedure: allogeneic bone marrow transplantation|Procedure: biological therapy|Procedure: bone marrow ablation with stem cell support|Procedure: bone marrow transplantation|Procedure: chemotherapy|Procedure: leukocyte therapy|Procedure: non-specific immune-modulator therapy|Procedure: peripheral blood lymphocyte therapy|Procedure: peripheral blood stem cell transplantation|Procedure: radiation therapy","20",51,"No Results Available","Drug",4,0,9346.5,60300,24370,54.7
"807","Leukemia","NCT01266083","Completed","Biological: WT1 peptide vaccine","20",22,"No Results Available","Bio",4,1,9346.5,60300,24370,54.7
"808","Leukemia","NCT01419795","Terminated","Drug: lenalidomide|Biological: rituximab|Other: pharmacological study|Other: laboratory biomarker analysis","20",3,"Has Results","Both",4,0,9346.5,60300,24370,54.7
"809","Leukemia","NCT02877082","Terminated","Biological: Thymoglobulin|Drug: Bortezomib|Drug: Tacrolimus","20",5,"Has Results","Drug",4,0,9346.5,60300,24370,54.7
"810","Leukemia","NCT01515176","Completed","Drug: Dinaciclib|Other: Laboratory Biomarker Analysis|Biological: Ofatumumab|Other: Pharmacological Study","15",36,"Has Results","Both",3,1,9346.5,60300,24370,54.7
"811","Leukemia","NCT00072514","Completed","Drug: gemcitabine hydrochloride|Drug: carboplatin|Drug: dexamethasone|Biological: rituximab","20",55,"Has Results","Both",4,1,9346.5,60300,24370,54.7
"812","Leukemia","NCT00002925","Completed","Drug: ara-C|Drug: Daunorubicin|Drug: Etoposide|Drug: PSC-833|Biological: Aldesleukin","15",410,"No Results Available","Both",3,1,9346.5,60300,24370,54.7
"813","Leukemia","NCT00002704","Completed","Biological: filgrastim|Drug: asparaginase|Drug: cyclophosphamide|Drug: daunorubicin hydrochloride|Drug: dexamethasone|Drug: etoposide|Drug: leucovorin calcium|Drug: liposomal cytarabine|Drug: mercaptopurine|Drug: mesna|Drug: methotrexate|Drug: therapeutic hydrocortisone|Drug: thiotepa|Drug: vincristine sulfate|Radiation: low-LET electron therapy|Radiation: low-LET photon therapy","20",156,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"814","Leukemia","NCT00002838","Completed","Biological: Filgrastim (G-CSF)|Drug: Cyclophosphamide|Drug: Fludarabine Phosphate|Procedure: Peripheral Blood Stem Cell Transplantation","15",13,"No Results Available","Drug",3,1,9346.5,60300,24370,54.7
"815","Leukemia","NCT00009698","Completed","Biological: aldesleukin","10",1,"No Results Available","Bio",2,1,9346.5,60300,24370,54.7
"816","Leukemia","NCT00245037","Completed","Biological: therapeutic allogeneic lymphocytes|Drug: busulfan|Drug: cyclosporine|Drug: fludarabine phosphate|Drug: mycophenolate mofetil|Procedure: peripheral blood stem cell transplantation|Radiation: Total Body Irradiation (TBI)|Drug: Granulocyte colony-stimulating factor (G-CSF)|Drug: Phenytoin|Drug: Methotrexate","15",147,"Has Results","Drug",3,1,9346.5,60300,24370,54.7
"817","Leukemia","NCT00089154","Completed","Biological: apolizumab|Other: laboratory biomarker analysis|Other: pharmacological study","20",32,"No Results Available","Bio",4,1,9346.5,60300,24370,54.7
"818","Leukemia","NCT01834248","Completed","Biological: DEC-205/NY-ESO-1 Fusion Protein CDX-1401|Drug: Decitabine|Other: Laboratory Biomarker Analysis|Drug: Poly ICLC","10",9,"No Results Available","Drug",2,1,9346.5,60300,24370,54.7
"819","Leukemia","NCT00002768","Completed","Biological: filgrastim|Drug: busulfan|Drug: cytarabine|Drug: etoposide|Drug: methotrexate|Procedure: peripheral blood stem cell transplantation","20",51,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"820","Leukemia","NCT01632852","Completed","Biological: CSL362","10",30,"No Results Available","Bio",2,1,9346.5,60300,24370,54.7
"821","Leukemia","NCT00369291","Terminated","Biological: keyhole limpet hemocyanin|Biological: tetanus toxoid","10",19,"No Results Available","Bio",2,0,9346.5,60300,24370,54.7
"822","Leukemia","NCT00004217","Completed","Biological: filgrastim|Biological: sargramostim|Drug: cytarabine|Drug: daunorubicin hydrochloride|Drug: valspodar","20",55,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"823","Leukemia","NCT00066794","Completed","Biological: filgrastim|Biological: sargramostim|Drug: cyclosporine|Drug: cytarabine|Drug: daunorubicin hydrochloride","20",69,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"824","Leukemia","NCT00602459","Completed","Drug: Cyclophosphamide|Drug: Fludarabine Phosphate|Other: Laboratory Biomarker Analysis|Drug: Lenalidomide|Biological: Rituximab","20",418,"Has Results","Both",4,1,9346.5,60300,24370,54.7
"825","Leukemia","NCT00038415","Terminated","Biological: CLL vaccine using DNA plasmid vector","15",2,"No Results Available","Bio",3,0,9346.5,60300,24370,54.7
"826","Leukemia","NCT03438344","Withdrawn","Biological: Multi-antigen CMV-Modified Vaccinia Ankara Vaccine|Other: Laboratory Biomarker Analysis|Other: Placebo","20",0,"No Results Available","Bio",4,0,9346.5,60300,24370,54.7
"827","Leukemia","NCT02781467","Terminated","Biological: PNK-007|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Human recombinant Interleukin-2 (rhIL-2)","10",10,"No Results Available","Drug",2,0,9346.5,60300,24370,54.7
"828","Leukemia","NCT00541034","Completed","Biological: rituximab|Drug: cyclophosphamide|Drug: pentostatin","20",49,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"829","Leukemia","NCT00343447","Withdrawn","Biological: autologous tumor cell vaccine|Biological: rituximab|Drug: cyclophosphamide","20",0,"No Results Available","Drug",4,0,9346.5,60300,24370,54.7
"830","Leukemia","NCT00800943","Unknown status","Biological: Alemtuzumab (Campath-1H)","20",31,"No Results Available","Bio",4,0,9346.5,60300,24370,54.7
"831","Leukemia","NCT00448201","Completed","Biological: anti-thymocyte globulin|Biological: sargramostim|Biological: therapeutic allogeneic lymphocytes|Drug: busulfan|Drug: fludarabine phosphate|Drug: methotrexate|Drug: tacrolimus|Procedure: nonmyeloablative allogeneic hematopoietic stem cell transplantation|Procedure: peripheral blood stem cell transplantation","20",71,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"832","Leukemia","NCT00002798","Completed","Drug: asparaginase|Drug: daunorubicin hydrochloride|Drug: fludarabine phosphate|Drug: therapeutic hydrocortisone|Procedure: allogeneic bone marrow transplantation|Radiation: 3-dimensional conformal radiation therapy|Biological: filgrastim|Drug: cytarabine|Drug: idarubicin|Drug: dexamethasone|Drug: thioguanine|Drug: etoposide|Drug: methotrexate|Drug: cyclophosphamide|Biological: aldesleukin|Drug: busulfan","30",880,"No Results Available","Both",6,1,9346.5,60300,24370,54.7
"833","Leukemia","NCT00003659","Completed","Biological: filgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: fludarabine phosphate","20",39,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"834","Leukemia","NCT00061048","Completed","Biological: Alemtuzumab","20",29,"Has Results","Bio",4,1,9346.5,60300,24370,54.7
"835","Leukemia","NCT00002800","Completed","Biological: filgrastim|Biological: lintuzumab|Drug: cytarabine|Drug: etoposide|Drug: idarubicin","20",60,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"836","Leukemia","NCT00454168","Unknown status","Biological: PR1 leukemia peptide vaccine|Biological: sargramostim|Other: placebo","30",244,"No Results Available","Bio",6,0,9346.5,60300,24370,54.7
"837","Leukemia","NCT00022971","Terminated","Biological: Apolizumab|Biological: Rituximab","10",35,"No Results Available","Bio",2,0,9346.5,60300,24370,54.7
"838","Leukemia","NCT01110031","Completed","Biological: Ofatumumab","10",12,"No Results Available","Bio",2,1,9346.5,60300,24370,54.7
"839","Leukemia","NCT01350258","Terminated","Drug: Fludarabine|Drug: Thiotepa|Radiation: Total Body Irradiation (TBI)|Biological: Donor Lymphocyte Infusion (DLI)|Drug: Melphalan|Device: Hematopoietic stem cell transplantation (HSCT)","15",8,"Has Results","Both",3,0,9346.5,60300,24370,54.7
"840","Leukemia","NCT00003658","Completed","Biological: filgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: pentostatin","20",60,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"841","Leukemia","NCT00003561","Terminated","Biological: recombinant interferon alfa|Biological: sargramostim","20",48,"No Results Available","Bio",4,0,9346.5,60300,24370,54.7
"842","Leukemia","NCT00047021","Completed","Biological: sargramostim|Drug: cytarabine|Drug: mitoxantrone hydrochloride","20",3,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"843","Leukemia","NCT00117845","Completed","Biological: Denileukin diftitox (Ontak)","20",17,"Has Results","Bio",4,1,9346.5,60300,24370,54.7
"844","Leukemia","NCT00983528","Unknown status","Biological: Alemtuzumab|Drug: Clofarabine","15",28,"No Results Available","Drug",3,0,9346.5,60300,24370,54.7
"845","Leukemia","NCT00089076","Terminated","Biological: ipilimumab|Other: laboratory biomarker analysis","15",18,"Has Results","Bio",3,0,9346.5,60300,24370,54.7
"846","Leukemia","NCT00003082","Completed","Biological: monoclonal antibody A27.15|Biological: monoclonal antibody E2.3","10",27,"No Results Available","Bio",2,1,9346.5,60300,24370,54.7
"847","Leukemia","NCT00098488","Terminated","Drug: tanespimycin|Biological: rituximab","10",30,"No Results Available","Both",2,0,9346.5,60300,24370,54.7
"848","Leukemia","NCT01416974","Completed","Drug: cyclophosphamide|Biological: modified T cells","10",13,"No Results Available","Both",2,1,9346.5,60300,24370,54.7
"849","Leukemia","NCT00002674","Completed","Biological: filgrastim|Drug: cytarabine|Drug: etoposide|Drug: hydroxyurea|Drug: mitoxantrone hydrochloride|Procedure: peripheral blood stem cell transplantation","20",30,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"850","Leukemia","NCT00006252","Completed","Drug: fludarabine phosphate|Drug: Cyclophosphamide|Biological: PBSC|Drug: G-CSF|Biological: Donor lymphocytes","20",47,"No Results Available","Both",4,1,9346.5,60300,24370,54.7
"851","Leukemia","NCT00061945","Completed","Drug: allopurinol|Drug: cyclophosphamide|Drug: daunorubicin hydrochloride|Drug: vincristine sulfate|Drug: dexamethasone|Drug: asparaginase|Biological: filgrastim|Drug: imatinib mesylate|Drug: methotrexate|Drug: cytarabine|Drug: trimethoprim-sulfamethoxazole|Drug: mercaptopurine|Drug: leucovorin calcium|Biological: alemtuzumab|Drug: acyclovir|Other: laboratory biomarker analysis|Other: pharmacological study","15",302,"Has Results","Both",3,1,9346.5,60300,24370,54.7
"852","Leukemia","NCT03092674","Suspended","Drug: Azacitidine|Drug: Cytarabine|Drug: Decitabine|Other: Laboratory Biomarker Analysis|Drug: Midostaurin|Biological: Nivolumab","25",1670,"No Results Available","Both",5,0,9346.5,60300,24370,54.7
"853","Leukemia","NCT00469859","Completed","Drug: cytarabine|Drug: idarubicin|Drug: lestaurtinib","15",14,"Has Results","Drug",3,1,9346.5,60300,24370,54.7
"854","Leukemia","NCT01039376","Completed","Biological: Ofatumumab|Other: Observation","30",480,"Has Results","Bio",6,1,9346.5,60300,24370,54.7
"855","Leukemia","NCT00002681","Completed","Biological: aldesleukin|Biological: daclizumab","15",25,"No Results Available","Bio",3,1,9346.5,60300,24370,54.7
"856","Leukemia","NCT01408563","Completed","Drug: Fludarabine|Drug: Melphalan|Radiation: Total Body Radiation|Biological: Cord Blood","20",33,"Has Results","Both",4,1,9346.5,60300,24370,54.7
"857","Leukemia","NCT00014495","Completed","Biological: filgrastim|Drug: cytarabine|Radiation: bismuth Bi213 monoclonal antibody M195","15",32,"Has Results","Drug",3,1,9346.5,60300,24370,54.7
"858","Leukemia","NCT00003959","Completed","Biological: ras peptide cancer vaccine|Biological: sargramostim","10",1,"No Results Available","Bio",2,1,9346.5,60300,24370,54.7
"859","Leukemia","NCT00085150","Completed","Biological: LMB-2 immunotoxin","10",40,"No Results Available","Bio",2,1,9346.5,60300,24370,54.7
"860","Leukemia","NCT00475384","Completed","Drug: Fludarabine|Drug: Thiotepa|Radiation: Total Body Irradiation|Drug: Melphalan|Biological: Stem Cell Transplant (SCT)|Procedure: Anergized Cell Infusion","10",10,"No Results Available","Both",2,1,9346.5,60300,24370,54.7
"861","Leukemia","NCT00304018","Completed","Biological: anti-thymocyte globulin|Biological: sargramostim|Drug: busulfan|Drug: etoposide|Drug: fludarabine phosphate|Drug: prednisone|Drug: tacrolimus|Procedure: allogeneic hematopoietic stem cell transplantation|Procedure: umbilical cord blood transplantation","10",5,"No Results Available","Drug",2,1,9346.5,60300,24370,54.7
"862","Leukemia","NCT00893997","Terminated","Biological: PR-1 vaccine","20",12,"Has Results","Bio",4,0,9346.5,60300,24370,54.7
"863","Leukemia","NCT01118013","Terminated","Biological: anti-thymocyte globulin|Biological: donor lymphocytes|Biological: filgrastim|Biological: therapeutic allogeneic lymphocytes|Drug: busulfan|Drug: fludarabine phosphate|Drug: methotrexate|Drug: mycophenolate mofetil|Drug: tacrolimus|Other: reduced-intensity transplant conditioning procedure|Procedure: allogeneic hematopoietic stem cell transplantation|Procedure: peripheral blood stem cell transplantation","20",6,"Has Results","Drug",4,0,9346.5,60300,24370,54.7
"864","Leukemia","NCT01186328","Terminated","Drug: EZN-3042|Drug: Cytarabine|Drug: Doxorubicin|Drug: Prednisone|Drug: Vincristine|Drug: Pegaspargase|Drug: Methotrexate","10",6,"No Results Available","Drug",2,0,9346.5,60300,24370,54.7
"865","Leukemia","NCT02587871","Withdrawn","Drug: Cytarabine|Other: Laboratory Biomarker Analysis|Procedure: Peripheral Blood Stem Cell Transplantation|Biological: Therapeutic Allogeneic Lymphocytes|Biological: G-CSF mobilized peripheral blood cells","20",0,"No Results Available","Both",4,0,9346.5,60300,24370,54.7
"866","Leukemia","NCT00070135","Completed","Biological: filgrastim|Biological: Anti-Thymocyte Globulin|Drug: busulfan|Drug: fludarabine phosphate|Drug: methotrexate|Drug: tacrolimus|Procedure: Allogeneic Hematopoietic Stem Cell Transplantation","20",121,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"867","Leukemia","NCT00366418","Completed","Drug: Rituximab","10",4,"No Results Available","Drug",2,1,9346.5,60300,24370,54.7
"868","Leukemia","NCT01408160","Unknown status","Drug: Cytarabine|Biological: Deglycosylated Ricin A Chain-Conjugated Anti-CD19/Anti-CD22 Immunotoxins|Other: Laboratory Biomarker Analysis|Other: Pharmacological Study","10",18,"No Results Available","Both",2,0,9346.5,60300,24370,54.7
"869","Leukemia","NCT01101880","Completed","Biological: filgrastim|Drug: clofarabine|Drug: cytarabine","20",50,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"870","Leukemia","NCT00551239","Unknown status","Biological: rituximab|Drug: fludarabine phosphate|Drug: pixantrone dimaleate","30",300,"No Results Available","Drug",6,0,9346.5,60300,24370,54.7
"871","Leukemia","NCT00002868","Completed","Biological: filgrastim|Biological: recombinant interferon alfa|Drug: busulfan|Drug: cytarabine|Drug: etoposide|Drug: hydroxyurea|Drug: idarubicin|Procedure: peripheral blood stem cell transplantation","30",744,"No Results Available","Drug",6,1,9346.5,60300,24370,54.7
"872","Leukemia","NCT01677949","Withdrawn","Drug: Clofarabine|Drug: Etoposide|Drug: Cyclophosphamide|Biological: allogeneic hematopoietic cell transplantation","20",0,"No Results Available","Both",4,0,9346.5,60300,24370,54.7
"873","Leukemia","NCT01621477","Terminated","Drug: clofarabine|Drug: cytarabine|Drug: busulfan|Drug: Plerixafor|Drug: cyclophosphamide|Drug: antithymocyte globulin (rabbit)|Biological: stem cells|Drug: Tacrolimus|Drug: mycophenolate mofetil","20",34,"Has Results","Both",4,0,9346.5,60300,24370,54.7
"874","Leukemia","NCT00295971","Completed","Biological: anti-thymocyte globulin|Biological: therapeutic allogeneic lymphocytes|Drug: fludarabine phosphate|Drug: thiotepa|Procedure: allogeneic bone marrow transplantation|Procedure: allogeneic hematopoietic stem cell transplantation|Procedure: in vitro-treated peripheral blood stem cell transplantation|Radiation: total-body irradiation","10",21,"No Results Available","Drug",2,1,9346.5,60300,24370,54.7
"875","Leukemia","NCT00429143","Completed","Radiation: Total Body Irradiation (TBI)|Biological: Donor Lymphocyte Infusion (DLI)|Drug: Cyclophosphamide (CY)|Drug: Tacrolimus|Drug: Mycophenolate Mofetil (MMF)|Biological: Hematopoietic Stem Cell Transplant (HSCT)","15",27,"Has Results","Both",3,1,9346.5,60300,24370,54.7
"876","Leukemia","NCT00816595","Completed","Biological: bevacizumab|Biological: pegfilgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: pentostatin","20",68,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"877","Leukemia","NCT00020670","Terminated","Biological: CD 40","05",9,"No Results Available","Bio",1,0,9346.5,60300,24370,54.7
"878","Leukemia","NCT01464359","Terminated","Drug: Allopurinol|Drug: Fludarabine|Radiation: Total body irradiation|Drug: Cyclophosphamide|Drug: Levetiracetam|Drug: Busulfan|Biological: Umbilical Cord Blood Transplantation|Biological: Interleukin-2","20",3,"Has Results","Both",4,0,9346.5,60300,24370,54.7
"879","Leukemia","NCT02168907","Terminated","Drug: 6,8-bis(benzylthio)octanoic acid|Drug: bendamustine hydrochloride|Biological: rituximab|Other: laboratory biomarker analysis","10",1,"No Results Available","Both",2,0,9346.5,60300,24370,54.7
"880","Leukemia","NCT01024010","Completed","Drug: Cyclophosphamide|Other: Laboratory Biomarker Analysis|Biological: Ofatumumab|Drug: Pentostatin","20",82,"Has Results","Both",4,1,9346.5,60300,24370,54.7
"881","Leukemia","NCT00945815","Completed","Biological: epratuzumab|Drug: clofarabine|Drug: cytarabine|Other: laboratory biomarker analysis","20",35,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"882","Leukemia","NCT00772486","Unknown status","Biological: ISF35","10",12,"No Results Available","Bio",2,0,9346.5,60300,24370,54.7
"883","Leukemia","NCT00392782","Terminated","Biological: anti-thymocyte globulin|Drug: fludarabine phosphate|Drug: thiotepa|Procedure: peripheral blood stem cell transplantation|Radiation: total-body irradiation","20",24,"Has Results","Drug",4,0,9346.5,60300,24370,54.7
"884","Leukemia","NCT00602693","Completed","Biological: umbilical cord blood transplantation|Drug: Allopurinol|Drug: fludarabine phosphate|Drug: Cyclophosphamide|Radiation: Total body irradiation|Biological: Treg infusion|Drug: Sirolimus","10",41,"No Results Available","Both",2,1,9346.5,60300,24370,54.7
"885","Leukemia","NCT00438958","Completed","Biological: filgrastim|Procedure: allogeneic bone marrow transplantation|Procedure: peripheral blood stem cell transplantation","30",230,"No Results Available","Bio",6,1,9346.5,60300,24370,54.7
"886","Leukemia","NCT00669318","Completed","Biological: alemtuzumab|Biological: rituximab|Drug: pentostatin|Drug: sargramostim","20",41,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"887","Leukemia","NCT01297543","Completed","Biological: human myeloid progenitor cells|Drug: G-CSF","15",45,"No Results Available","Drug",3,1,9346.5,60300,24370,54.7
"888","Leukemia","NCT00267085","Completed","Biological: Synthetic Tumor-Specific Breakpoint Peptide Vaccine","20",11,"Has Results","Bio",4,1,9346.5,60300,24370,54.7
"889","Leukemia","NCT00323557","Completed","Drug: Sargramostim (GM-CSF)|Biological: Pneumococcal Vaccine","20",39,"Has Results","Both",4,1,9346.5,60300,24370,54.7
"890","Leukemia","NCT00513747","Terminated","Biological: rituximab|Drug: fludarabine phosphate","30",84,"No Results Available","Drug",6,0,9346.5,60300,24370,54.7
"891","Leukemia","NCT00565058","Completed","Biological: GTI-2040","20",27,"Has Results","Bio",4,1,9346.5,60300,24370,54.7
"892","Leukemia","NCT00019032","Completed","Biological: monoclonal antibody Mik-beta-1","10",25,"No Results Available","Bio",2,1,9346.5,60300,24370,54.7
"893","Leukemia","NCT00096044","Completed","Biological: rituximab|Drug: lenalidomide","20",45,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"894","Leukemia","NCT00003248","Completed","Biological: rituximab|Drug: fludarabine phosphate","20",104,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"895","Leukemia","NCT00947388","Terminated","Drug: Bendamustine Hydrochloride|Biological: Alemtuzumab","10",9,"No Results Available","Both",2,0,9346.5,60300,24370,54.7
"896","Leukemia","NCT00054236","Completed","Biological: anti-thymocyte globulin|Biological: filgrastim|Drug: cyclophosphamide|Drug: fludarabine phosphate|Procedure: umbilical cord blood transplantation|Drug: methylprednisolone","10",55,"No Results Available","Drug",2,1,9346.5,60300,24370,54.7
"897","Leukemia","NCT00001941","Completed","Biological: daclizumab","15",34,"Has Results","Bio",3,1,9346.5,60300,24370,54.7
"898","Leukemia","NCT00661999","Completed","Biological: darbepoetin alfa|Dietary Supplement: ferrous sulfate|Drug: sodium ferric gluconate complex in sucrose|Other: placebo","30",502,"Has Results","Drug",6,1,9346.5,60300,24370,54.7
"899","Leukemia","NCT00001586","Completed","Biological: Rituximab|Drug: Fludarabine phosphate|Other: Leukemic or stroma cells","20",105,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"900","Leukemia","NCT00058461","Terminated","Drug: ifosfamide|Drug: etoposide|Biological: rituximab|Drug: carboplatin|Biological: filgrastim|Drug: methotrexate|Drug: cytarabine|Other: laboratory biomarker analysis","20",82,"No Results Available","Both",4,0,9346.5,60300,24370,54.7
"901","Leukemia","NCT00049192","Completed","Biological: oblimersen sodium|Drug: imatinib mesylate|Other: laboratory biomarker analysis","20",43,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"902","Leukemia","NCT00295932","Completed","Biological: rituximab|Drug: bortezomib|Drug: cyclophosphamide|Drug: prednisone","15",79,"Has Results","Drug",3,1,9346.5,60300,24370,54.7
"903","Leukemia","NCT01626664","Completed","Biological: KW-0761|Drug: Pralatrexate|Drug: gemcitabine plus oxaliplatin|Drug: DHAP","20",71,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"904","Leukemia","NCT01466179","Completed","Biological: Blinatumomab","20",225,"Has Results","Bio",4,1,9346.5,60300,24370,54.7
"905","Leukemia","NCT00068315","Completed","Drug: bortezomib|Drug: fludarabine phosphate|Biological: rituximab","10",18,"No Results Available","Both",2,1,9346.5,60300,24370,54.7
"906","Leukemia","NCT00686556","Completed","Drug: cyclophosphamide|Drug: cyclosporine|Drug: Fludarabine|Drug: mycophenolate mofetil|Radiation: total marrow irradiation|Procedure: umbilical cord blood transplantation|Biological: Granulocyte colony-stimulating factor|Biological: HLA-matched related donor bone marrow","10",12,"No Results Available","Both",2,1,9346.5,60300,24370,54.7
"907","Leukemia","NCT00017472","Completed","Biological: apolizumab|Other: laboratory biomarker analysis|Other: pharmacological study","10",35,"No Results Available","Bio",2,1,9346.5,60300,24370,54.7
"908","Leukemia","NCT00039117","Completed","Biological: oblimersen sodium|Drug: cytarabine|Drug: daunorubicin hydrochloride|Other: laboratory biomarker analysis|Other: pharmacological study","10",32,"No Results Available","Drug",2,1,9346.5,60300,24370,54.7
"909","Leukemia","NCT00328198","Completed","Biological: Alemtuzumab","20",86,"Has Results","Bio",4,1,9346.5,60300,24370,54.7
"910","Leukemia","NCT00274846","Completed","Biological: aldesleukin|Biological: therapeutic allogeneic lymphocytes|Drug: cyclophosphamide|Drug: fludarabine phosphate|Procedure: in vitro treated peripheral blood stem cell transplantation","20",21,"Has Results","Drug",4,1,9346.5,60300,24370,54.7
"911","Leukemia","NCT00004857","Completed","Biological: alemtuzumab|Drug: fludarabine phosphate","20",86,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"912","Leukemia","NCT00003239","Completed","Biological: Recombinant Interferon Alfa|Drug: Cytarabine|Drug: Omacetaxine Mepesuccinate","20",90,"No Results Available","Drug",4,1,9346.5,60300,24370,54.7
"913","Leukemia","NCT00290810","Completed","Biological: bevacizumab","20",12,"Has Results","Bio",4,1,9346.5,60300,24370,54.7
"914","Leukemia","NCT00003003","Completed","Biological: sargramostim|Drug: mitomycin C|Drug: mitoxantrone hydrochloride","10",29,"No Results Available","Drug",2,1,9346.5,60300,24370,54.7
"915","Leukemia","NCT02623582","Terminated","Biological: Autologous Anti-CD 123 CAR TCR/4-1BB-expressing T-lymphocytes|Drug: Cyclophosphamide","05",7,"No Results Available","Drug",1,0,9346.5,60300,24370,54.7
"916","Leukemia","NCT01332786","Completed","Drug: Tigecycline","10",27,"No Results Available","Drug",2,1,9346.5,60300,24370,54.7
"917","Leukemia","NCT01629511","Terminated","Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Biological: Anti-Thymocyte Globulin|Drug: Busulfan|Drug: Clofarabine|Biological: Filgrastim|Drug: Gemcitabine|Drug: Methotrexate|Drug: Tacrolimus","15",15,"No Results Available","Both",3,0,9346.5,60300,24370,54.7
"918","Leukemia","NCT00098839","Completed","Drug: L-asparaginase|Drug: doxorubicin hydrochloride|Drug: therapeutic hydrocortisone|Drug: vincristine sulfate|Biological: epratuzumab|Drug: cytarabine|Drug: prednisone|Drug: pegaspargase|Drug: dexrazoxane hydrochloride|Drug: methotrexate|Drug: etoposide|Drug: cyclophosphamide|Drug: leucovorin calcium|Biological: filgrastim","15",134,"Has Results","Both",3,1,9346.5,60300,24370,54.7
"919","Leukemia","NCT00046930","Completed","Biological: filgrastim|Biological: sargramostim|Drug: cytarabine|Drug: daunorubicin hydrochloride|Drug: zosuquidar trihydrochloride|Drug: Placebo","30",449,"Has Results","Drug",6,1,9346.5,60300,24370,54.7
